Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,ENA Express support,On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand ap-northeast-1-tpe-1 Windows pricing,On-Demand ap-northeast-1-tpe-1 SUSE pricing,On-Demand ap-northeast-1-tpe-1 RHEL pricing,On-Demand ap-northeast-1-tpe-1 Linux pricing
r5d.metal,r5d,metal,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,true,,96,x86_64,48,-,2,-,3.1,768,3600,true,ssd,4,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,12.768 USD per Hour,8.352 USD per Hour,8.477 USD per Hour,8.482 USD per Hour,,,,
r5dn.large,r5dn,large,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,75,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,0.295 USD per Hour,0.203 USD per Hour,0.2593 USD per Hour,0.263 USD per Hour,,,,
r5dn.xlarge,r5dn,xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,150,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,0.59 USD per Hour,0.406 USD per Hour,0.4623 USD per Hour,0.466 USD per Hour,,,,
r5dn.2xlarge,r5dn,2xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,300,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,1.18 USD per Hour,0.812 USD per Hour,0.937 USD per Hour,0.942 USD per Hour,,,,
r5dn.4xlarge,r5dn,4xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,600,true,ssd,2,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,2.36 USD per Hour,1.624 USD per Hour,1.749 USD per Hour,1.754 USD per Hour,,,,
r5dn.8xlarge,r5dn,8xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,1200,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,4.72 USD per Hour,3.248 USD per Hour,3.373 USD per Hour,3.378 USD per Hour,,,,
r5dn.12xlarge,r5dn,12xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,1800,true,ssd,2,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,7.08 USD per Hour,4.872 USD per Hour,4.997 USD per Hour,5.002 USD per Hour,,,,
r5dn.16xlarge,r5dn,16xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,2400,true,ssd,4,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,9.44 USD per Hour,6.496 USD per Hour,6.621 USD per Hour,6.626 USD per Hour,,,,
r5dn.24xlarge,r5dn,24xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,3600,true,ssd,4,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,14.16 USD per Hour,9.744 USD per Hour,9.869 USD per Hour,9.874 USD per Hour,,,,
r5dn.metal,r5dn,metal,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,true,,96,x86_64,48,-,2,-,3.1,768,3600,true,ssd,4,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,14.16 USD per Hour,9.744 USD per Hour,9.869 USD per Hour,9.874 USD per Hour,,,,
r5n.large,r5n,large,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.273 USD per Hour,0.181 USD per Hour,0.237 USD per Hour,0.241 USD per Hour,,,,
r5n.xlarge,r5n,xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.546 USD per Hour,0.362 USD per Hour,0.418 USD per Hour,0.422 USD per Hour,,,,
r5n.2xlarge,r5n,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,1.092 USD per Hour,0.724 USD per Hour,0.849 USD per Hour,0.854 USD per Hour,,,,
r5n.4xlarge,r5n,4xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,2.184 USD per Hour,1.448 USD per Hour,1.573 USD per Hour,1.578 USD per Hour,,,,
r5n.8xlarge,r5n,8xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,4.368 USD per Hour,2.896 USD per Hour,3.021 USD per Hour,3.026 USD per Hour,,,,
r5n.12xlarge,r5n,12xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,6.552 USD per Hour,4.344 USD per Hour,4.469 USD per Hour,4.474 USD per Hour,,,,
r5n.16xlarge,r5n,16xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,8.736 USD per Hour,5.792 USD per Hour,5.917 USD per Hour,5.922 USD per Hour,,,,
r5n.24xlarge,r5n,24xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,13.104 USD per Hour,8.688 USD per Hour,8.813 USD per Hour,8.818 USD per Hour,,,,
r5n.metal,r5n,metal,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,true,,96,x86_64,48,-,2,-,3.1,768,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,13.104 USD per Hour,8.688 USD per Hour,8.813 USD per Hour,8.818 USD per Hour,,,,
r6g.medium,r6g,medium,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,1,arm64,1,-,1,-,2.5,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.0608 USD per Hour,0.0918 USD per Hour,0.1208 USD per Hour,,,,
r6g.large,r6g,large,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.1216 USD per Hour,0.1779 USD per Hour,0.1816 USD per Hour,,,,
r6g.xlarge,r6g,xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.2432 USD per Hour,0.2995 USD per Hour,0.3032 USD per Hour,,,,
r6g.2xlarge,r6g,2xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.4864 USD per Hour,0.6114 USD per Hour,0.6164 USD per Hour,,,,
r6g.4xlarge,r6g,4xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,0.9728 USD per Hour,1.0978 USD per Hour,1.1028 USD per Hour,,,,
r6g.8xlarge,r6g,8xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,256,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,1.9456 USD per Hour,2.0706 USD per Hour,2.0756 USD per Hour,,,,
r6g.12xlarge,r6g,12xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,384,-,-,-,-,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,2.9184 USD per Hour,3.0434 USD per Hour,3.0484 USD per Hour,,,,
r6g.16xlarge,r6g,16xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,3.8912 USD per Hour,4.0162 USD per Hour,4.0212 USD per Hour,,,,
r6g.metal,r6g,metal,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,true,,64,arm64,64,-,1,-,2.5,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,3.8912 USD per Hour,4.0162 USD per Hour,4.0212 USD per Hour,,,,
r6gd.medium,r6gd,medium,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,1,arm64,1,-,1,-,2.5,8,59,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.0695 USD per Hour,0.1005 USD per Hour,0.1295 USD per Hour,,,,
r6gd.large,r6gd,large,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,16,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.139 USD per Hour,0.1953 USD per Hour,0.199 USD per Hour,,,,
r6gd.xlarge,r6gd,xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,32,237,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.278 USD per Hour,0.3343 USD per Hour,0.338 USD per Hour,,,,
r6gd.2xlarge,r6gd,2xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,64,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.556 USD per Hour,0.681 USD per Hour,0.686 USD per Hour,,,,
r6gd.4xlarge,r6gd,4xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,128,950,true,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,1.112 USD per Hour,1.237 USD per Hour,1.242 USD per Hour,,,,
r6gd.8xlarge,r6gd,8xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,256,1900,true,ssd,1,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,2.224 USD per Hour,2.349 USD per Hour,2.354 USD per Hour,,,,
r6gd.12xlarge,r6gd,12xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,384,2850,true,ssd,2,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,3.336 USD per Hour,3.461 USD per Hour,3.466 USD per Hour,,,,
r6gd.16xlarge,r6gd,16xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,512,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,4.448 USD per Hour,4.573 USD per Hour,4.578 USD per Hour,,,,
r6gd.metal,r6gd,metal,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,true,,64,arm64,64,-,1,-,2.5,512,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,4.448 USD per Hour,4.573 USD per Hour,4.578 USD per Hour,,,,
r6i.large,r6i,large,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.244 USD per Hour,0.152 USD per Hour,0.2083 USD per Hour,0.212 USD per Hour,,,,
r6i.xlarge,r6i,xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.488 USD per Hour,0.304 USD per Hour,0.3603 USD per Hour,0.364 USD per Hour,,,,
r6i.2xlarge,r6i,2xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,64,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,0.976 USD per Hour,0.608 USD per Hour,0.733 USD per Hour,0.738 USD per Hour,,,,
r6i.4xlarge,r6i,4xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,128,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,1.952 USD per Hour,1.216 USD per Hour,1.341 USD per Hour,1.346 USD per Hour,,,,
r6i.8xlarge,r6i,8xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,256,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,3.904 USD per Hour,2.432 USD per Hour,2.557 USD per Hour,2.562 USD per Hour,,,,
r6i.12xlarge,r6i,12xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,384,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,5.856 USD per Hour,3.648 USD per Hour,3.773 USD per Hour,3.778 USD per Hour,,,,
r6i.16xlarge,r6i,16xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,7.808 USD per Hour,4.864 USD per Hour,4.989 USD per Hour,4.994 USD per Hour,,,,
r6i.24xlarge,r6i,24xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,11.712 USD per Hour,7.296 USD per Hour,7.421 USD per Hour,7.426 USD per Hour,,,,
r6i.32xlarge,r6i,32xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,true,15.616 USD per Hour,9.728 USD per Hour,9.853 USD per Hour,9.858 USD per Hour,,,,
r6i.metal,r6i,metal,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,true,,128,x86_64,64,-,2,-,3.5,1024,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,true,15.616 USD per Hour,9.728 USD per Hour,9.853 USD per Hour,9.858 USD per Hour,,,,
r6id.large,r6id,large,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,118,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,0.2747 USD per Hour,0.1827 USD per Hour,0.239 USD per Hour,0.2427 USD per Hour,,,,
r6id.xlarge,r6id,xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,0.5494 USD per Hour,0.3654 USD per Hour,0.4217 USD per Hour,0.4254 USD per Hour,,,,
r6id.2xlarge,r6id,2xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,64,474,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,1.0988 USD per Hour,0.7308 USD per Hour,0.8558 USD per Hour,0.8608 USD per Hour,,,,
r6id.4xlarge,r6id,4xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,128,950,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,2.1976 USD per Hour,1.4616 USD per Hour,1.5866 USD per Hour,1.5916 USD per Hour,,,,
r6id.8xlarge,r6id,8xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,256,1900,true,ssd,1,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,4.3952 USD per Hour,2.9232 USD per Hour,3.0482 USD per Hour,3.0532 USD per Hour,,,,
r6id.12xlarge,r6id,12xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,384,2850,true,ssd,2,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,6.5928 USD per Hour,4.3848 USD per Hour,4.5098 USD per Hour,4.5148 USD per Hour,,,,
r6id.16xlarge,r6id,16xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,8.7904 USD per Hour,5.8464 USD per Hour,5.9714 USD per Hour,5.9764 USD per Hour,,,,
r6id.24xlarge,r6id,24xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,5700,true,ssd,4,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,13.1856 USD per Hour,8.7696 USD per Hour,8.8946 USD per Hour,8.8996 USD per Hour,,,,
r6id.32xlarge,r6id,32xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,7600,true,ssd,4,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,true,17.5808 USD per Hour,11.6928 USD per Hour,11.8178 USD per Hour,11.8228 USD per Hour,,,,
r6id.metal,r6id,metal,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,true,,128,x86_64,64,-,2,-,3.5,1024,7600,true,ssd,4,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,true,17.5808 USD per Hour,11.6928 USD per Hour,11.8178 USD per Hour,11.8228 USD per Hour,,,,
r6idn.large,r6idn,large,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,118,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,0.32951 USD per Hour,0.23751 USD per Hour,0.29381 USD per Hour,0.29751 USD per Hour,,,,
r6idn.xlarge,r6idn,xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,237,true,ssd,1,supported,default,Up to 30 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,0.65902 USD per Hour,0.47502 USD per Hour,0.53132 USD per Hour,0.53502 USD per Hour,,,,
r6idn.2xlarge,r6idn,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,64,474,true,ssd,1,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,1.31804 USD per Hour,0.95004 USD per Hour,1.07504 USD per Hour,1.08004 USD per Hour,,,,
r6idn.4xlarge,r6idn,4xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,128,950,true,ssd,1,supported,default,Up to 50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,2.63608 USD per Hour,1.90008 USD per Hour,2.02508 USD per Hour,2.03008 USD per Hour,,,,
r6idn.8xlarge,r6idn,8xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,256,1900,true,ssd,1,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,5.27216 USD per Hour,3.80016 USD per Hour,3.92516 USD per Hour,3.93016 USD per Hour,,,,
